"","CBSA","MDIV","STCOU","NAME","LSAD","CENSUS2010POP","ESTIMATESBASE2010","POPESTIMATE2010","POPESTIMATE2011","POPESTIMATE2012","POPESTIMATE2013","POPESTIMATE2014","POPESTIMATE2015","POPESTIMATE2016","POPESTIMATE2017","NPOPCHG_2010","NPOPCHG_2011","NPOPCHG_2012","NPOPCHG_2013","NPOPCHG_2014","NPOPCHG_2015","NPOPCHG_2016","NPOPCHG_2017","BIRTHS2010","BIRTHS2011","BIRTHS2012","BIRTHS2013","BIRTHS2014","BIRTHS2015","BIRTHS2016","BIRTHS2017","DEATHS2010","DEATHS2011","DEATHS2012","DEATHS2013","DEATHS2014","DEATHS2015","DEATHS2016","DEATHS2017","NATURALINC2010","NATURALINC2011","NATURALINC2012","NATURALINC2013","NATURALINC2014","NATURALINC2015","NATURALINC2016","NATURALINC2017","INTERNATIONALMIG2010","INTERNATIONALMIG2011","INTERNATIONALMIG2012","INTERNATIONALMIG2013","INTERNATIONALMIG2014","INTERNATIONALMIG2015","INTERNATIONALMIG2016","INTERNATIONALMIG2017","DOMESTICMIG2010","DOMESTICMIG2011","DOMESTICMIG2012","DOMESTICMIG2013","DOMESTICMIG2014","DOMESTICMIG2015","DOMESTICMIG2016","DOMESTICMIG2017","NETMIG2010","NETMIG2011","NETMIG2012","NETMIG2013","NETMIG2014","NETMIG2015","NETMIG2016","NETMIG2017","RESIDUAL2010","RESIDUAL2011","RESIDUAL2012","RESIDUAL2013","RESIDUAL2014","RESIDUAL2015","RESIDUAL2016","RESIDUAL2017"
"271",38060,NA,NA,"Phoenix-Mesa-Scottsdale, AZ","Metropolitan Statistical Area",4192887,4193129,4204148,4247852,4321686,4390565,4470712,4558145,4648498,4737270,11019,43704,73834,68879,80147,87433,90353,88772,14293,58291,58822,59273,59165,60170,59145,59592,6947,28306,28510,29911,29680,31272,34047,34376,7346,29985,30312,29362,29485,28898,25098,25216,1424,7907,8316,8840,10401,11924,12164,12070,2347,5819,34834,30474,39780,46278,53029,51289,3771,13726,43150,39314,50181,58202,65193,63359,-98,-7,372,203,481,333,62,197
"272",38220,NA,NA,"Pine Bluff, AR","Metropolitan Statistical Area",100258,100278,100093,99016,97388,95737,94850,93983,92412,90963,-185,-1077,-1628,-1651,-887,-867,-1571,-1449,305,1184,1129,1141,1160,1144,1126,1055,265,988,1044,1121,1030,1114,1083,1056,40,196,85,20,130,30,43,-1,0,1,7,9,10,19,21,20,-233,-1320,-1765,-1711,-1037,-914,-1633,-1475,-233,-1319,-1758,-1702,-1027,-895,-1612,-1455,8,46,45,31,10,-2,-2,7
"273",38300,NA,NA,"Pittsburgh, PA","Metropolitan Statistical Area",2356285,2356291,2356983,2359626,2360263,2359977,2356699,2349139,2341536,2333367,692,2643,637,-286,-3278,-7560,-7603,-8169,6046,23627,23894,24289,24173,23948,23881,23614,6138,27193,26879,27726,26836,28123,27238,27439,-92,-3566,-2985,-3437,-2663,-4175,-3357,-3825,573,2784,3164,3587,4076,4356,4401,4359,496,3655,758,-207,-4338,-7520,-8608,-8633,1069,6439,3922,3380,-262,-3164,-4207,-4274,-285,-230,-300,-229,-353,-221,-39,-70
"274",38340,NA,NA,"Pittsfield, MA","Metropolitan Statistical Area",131219,131272,131294,130488,130154,129313,128645,127628,126858,126313,22,-806,-334,-841,-668,-1017,-770,-545,265,1186,1182,1064,1100,1076,997,1012,289,1428,1405,1568,1458,1464,1463,1387,-24,-242,-223,-504,-358,-388,-466,-375,29,143,195,219,257,280,288,288,37,-710,-293,-551,-556,-908,-590,-453,66,-567,-98,-332,-299,-628,-302,-165,-20,3,-13,-5,-11,-1,-2,-5
"275",38540,NA,NA,"Pocatello, ID","Metropolitan Statistical Area",82839,82839,83024,83599,83724,83410,83514,83992,84379,85269,185,575,125,-314,104,478,387,890,354,1422,1285,1329,1267,1294,1230,1210,118,658,657,670,716,696,681,662,236,764,628,659,551,598,549,548,13,57,106,145,218,228,234,235,-58,-236,-606,-1132,-666,-342,-395,109,-45,-179,-500,-987,-448,-114,-161,344,-6,-10,-3,14,1,-6,-1,-2
"276",38860,NA,NA,"Portland-South Portland, ME","Metropolitan Statistical Area",514098,514102,513879,515929,517872,519999,523049,525492,528261,532083,-223,2050,1943,2127,3050,2443,2769,3822,1325,4857,4941,4992,5015,4985,4993,5000,1018,4580,4392,4698,4685,5058,5084,5008,307,277,549,294,330,-73,-91,-8,140,579,603,768,846,939,961,954,-662,1244,868,1123,1927,1630,1906,2882,-522,1823,1471,1891,2773,2569,2867,3836,-8,-50,-77,-58,-53,-53,-7,-6
"277",38900,NA,NA,"Portland-Vancouver-Hillsboro, OR-WA","Metropolitan Statistical Area",2226009,2226001,2231876,2258821,2285177,2309289,2342444,2382181,2423102,2453168,5875,26945,26356,24112,33155,39737,40921,30066,7122,27762,27540,27669,27674,27982,27903,28220,3673,15674,15772,16292,16352,17320,17632,17875,3449,12088,11768,11377,11322,10662,10271,10345,990,4252,4042,4526,5643,6380,6374,6335,1488,10503,10492,8229,16049,22456,24238,13384,2478,14755,14534,12755,21692,28836,30612,19719,-52,102,54,-20,141,239,38,2
"278",38940,NA,NA,"Port St. Lucie, FL","Metropolitan Statistical Area",424107,424107,425193,428363,432217,436927,443840,453650,464563,473429,1086,3170,3854,4710,6913,9810,10913,8866,1016,4281,4180,4105,4194,4239,4372,4387,1069,4382,4497,4639,4801,5033,5170,5366,-53,-101,-317,-534,-607,-794,-798,-979,223,937,887,937,1100,1242,1285,1288,907,2354,3294,4279,6300,9243,10422,8534,1130,3291,4181,5216,7400,10485,11707,9822,9,-20,-10,28,120,119,4,23
"279",39140,NA,NA,"Prescott, AZ","Metropolitan Statistical Area",211033,211015,210969,210883,211809,214198,217509,220621,224363,228168,-46,-86,926,2389,3311,3112,3742,3805,462,1842,1733,1860,1878,1975,1861,1887,641,2613,2602,2724,2833,2852,2980,2895,-179,-771,-869,-864,-955,-877,-1119,-1008,21,88,33,-6,25,49,57,57,140,606,1747,3207,4133,3889,4801,4735,161,694,1780,3201,4158,3938,4858,4792,-28,-9,15,52,108,51,3,21
"280",39300,NA,NA,"Providence-Warwick, RI-MA","Metropolitan Statistical Area",1600852,1601210,1602351,1601522,1604011,1605438,1610173,1613155,1615878,1621122,1141,-829,2489,1427,4735,2982,2723,5244,4350,16831,16809,16516,16284,16540,16654,16542,3428,14874,14239,14771,14894,15521,15162,15031,922,1957,2570,1745,1390,1019,1492,1511,1079,4963,5071,5181,5827,6359,6464,6381,-790,-7745,-5028,-5427,-2271,-4261,-5225,-2588,289,-2782,43,-246,3556,2098,1239,3793,-70,-4,-124,-72,-211,-135,-8,-60
"281",39340,NA,NA,"Provo-Orem, UT","Metropolitan Statistical Area",526810,526885,530238,541171,550071,561895,571320,583583,601478,617675,3353,10933,8900,11824,9425,12263,17895,16197,3300,12316,11725,12334,12006,12095,12390,12610,474,2075,2173,2261,2269,2456,2444,2338,2826,10241,9552,10073,9737,9639,9946,10272,85,559,601,578,580,706,715,720,425,199,-1201,1229,-815,1957,7219,5182,510,758,-600,1807,-235,2663,7934,5902,17,-66,-52,-56,-77,-39,15,23
"282",39380,NA,NA,"Pueblo, CO","Metropolitan Statistical Area",159063,159063,159463,160171,160735,161070,161419,163043,164834,166475,400,708,564,335,349,1624,1791,1641,502,1866,1878,1855,1918,1876,1867,1859,417,1649,1582,1608,1622,1735,1729,1715,85,217,296,247,296,141,138,144,2,26,49,45,46,61,55,53,300,476,233,67,41,1425,1600,1445,302,502,282,112,87,1486,1655,1498,13,-11,-14,-24,-34,-3,-2,-1
"283",39460,NA,NA,"Punta Gorda, FL","Metropolitan Statistical Area",159978,159968,159869,159881,162833,164830,168336,172824,178157,182033,-99,12,2952,1997,3506,4488,5333,3876,260,995,997,1022,1036,1000,1051,1047,581,2273,2191,2346,2429,2503,2610,2665,-321,-1278,-1194,-1324,-1393,-1503,-1559,-1618,43,220,271,288,368,399,417,418,208,1066,3782,2989,4413,5502,6470,5047,251,1286,4053,3277,4781,5901,6887,5465,-29,4,93,44,118,90,5,29
"284",39540,NA,NA,"Racine, WI","Metropolitan Statistical Area",195408,195428,195406,194931,194645,194753,194908,194763,195010,196071,-22,-475,-286,108,155,-145,247,1061,605,2497,2426,2354,2385,2381,2407,2387,456,1642,1702,1751,1663,1838,1783,1686,149,855,724,603,722,543,624,701,30,97,100,79,94,111,114,112,-190,-1445,-1114,-564,-647,-789,-491,260,-160,-1348,-1014,-485,-553,-678,-377,372,-11,18,4,-10,-14,-10,0,-12
"285",39580,NA,NA,"Raleigh, NC","Metropolitan Statistical Area",1130490,1130489,1137393,1163343,1188920,1214464,1242613,1272875,1304896,1335079,6904,25950,25577,25544,28149,30262,32021,30183,3954,15480,15154,15113,15572,15686,16028,16122,1460,6086,6268,6619,6596,7266,7484,7752,2494,9394,8886,8494,8976,8420,8544,8370,803,3473,3583,3623,3920,4384,4439,4407,3372,12843,12884,13261,15004,17271,19001,17343,4175,16316,16467,16884,18924,21655,23440,21750,235,240,224,166,249,187,37,63
"286",39660,NA,NA,"Rapid City, SD","Metropolitan Statistical Area",134598,134616,135004,136229,138334,140755,142713,143357,144879,146850,388,1225,2105,2421,1958,644,1522,1971,498,1904,1925,2003,1940,1941,1823,1838,268,1066,1026,1101,1016,1128,1189,1175,230,838,899,902,924,813,634,663,42,-1,243,111,101,137,78,38,112,390,949,1389,923,-292,814,1264,154,389,1192,1500,1024,-155,892,1302,4,-2,14,19,10,-14,-4,6
"287",39740,NA,NA,"Reading, PA","Metropolitan Statistical Area",411442,411538,411989,412857,413522,414011,414642,415261,415732,417854,451,868,665,489,631,619,471,2122,1217,4869,4903,4892,4895,4845,4713,4696,840,3664,3678,3833,3706,3950,3875,3774,377,1205,1225,1059,1189,895,838,922,214,1228,1099,1234,1562,1660,1736,1738,-94,-1548,-1647,-1798,-2109,-1921,-2101,-522,120,-320,-548,-564,-547,-261,-365,1216,-46,-17,-12,-6,-11,-15,-2,-16
"288",39820,NA,NA,"Redding, CA","Metropolitan Statistical Area",177223,177223,177284,177595,177917,178445,178983,178472,178774,179921,61,311,322,528,538,-511,302,1147,534,2109,2057,2106,2143,2093,2025,2042,464,2053,2006,2071,2112,2205,2118,2144,70,56,51,35,31,-112,-93,-102,39,156,150,212,244,265,272,270,-22,128,152,309,299,-649,131,989,17,284,302,521,543,-384,403,1259,-26,-29,-31,-28,-36,-15,-8,-10
"289",39900,NA,NA,"Reno, NV","Metropolitan Statistical Area",425417,425437,425991,428536,432212,436163,441807,448230,456418,464593,554,2545,3676,3951,5644,6423,8188,8175,1418,5389,5224,5441,5353,5465,5598,5617,920,3412,3400,3587,3665,3708,3890,3899,498,1977,1824,1854,1688,1757,1708,1718,94,540,461,400,447,564,580,576,1,84,1401,1720,3469,4070,5893,5847,95,624,1862,2120,3916,4634,6473,6423,-39,-56,-10,-23,40,32,7,34
"290",40060,NA,NA,"Richmond, VA","Metropolitan Statistical Area",1208101,1208087,1210039,1219241,1233321,1245755,1258597,1270027,1282205,1294204,1952,9202,14080,12434,12842,11430,12178,11999,3807,14582,14763,14768,14795,15128,15306,15164,2417,9635,9636,10220,10211,10701,10695,10740,1390,4947,5127,4548,4584,4427,4611,4424,797,3126,3506,3201,3301,3707,3626,3540,-183,1157,5403,4694,4966,3288,3938,4076,614,4283,8909,7895,8267,6995,7564,7616,-52,-28,44,-9,-9,8,3,-41
"291",40140,NA,NA,"Riverside-San Bernardino-Ontario, CA","Metropolitan Statistical Area",4224851,4224965,4243235,4298271,4341405,4378138,4425776,4472874,4523653,4580670,18270,55036,43134,36733,47638,47098,50779,57017,14680,62443,60268,60499,61021,61782,60686,60916,6438,26653,26675,27687,27857,28951,31376,31833,8242,35790,33593,32812,33164,32831,29310,29083,1059,4925,5570,5125,5771,7308,7140,6787,8619,14508,4224,-965,9199,7326,14338,21250,9678,19433,9794,4160,14970,14634,21478,28037,350,-187,-253,-239,-496,-367,-9,-103
"292",40220,NA,NA,"Roanoke, VA","Metropolitan Statistical Area",308707,308670,308625,309212,310556,311993,312847,313278,313102,314128,-45,587,1344,1437,854,431,-176,1026,778,3260,3295,3401,3335,3386,3535,3470,811,3371,3283,3430,3337,3474,3395,3472,-33,-111,12,-29,-2,-88,140,-2,153,767,756,657,665,729,759,753,-156,-47,594,827,238,-186,-1069,297,-3,720,1350,1484,903,543,-310,1050,-9,-22,-18,-18,-47,-24,-6,-22
"293",40340,NA,NA,"Rochester, MN","Metropolitan Statistical Area",206877,206877,207194,208450,209562,211560,212654,213829,216096,218280,317,1256,1112,1998,1094,1175,2267,2184,751,2960,2815,2857,2939,2964,2880,2897,297,1506,1465,1523,1561,1607,1554,1549,454,1454,1350,1334,1378,1357,1326,1348,138,519,526,558,649,716,736,735,-274,-715,-746,123,-923,-883,209,111,-136,-196,-220,681,-274,-167,945,846,-1,-2,-18,-17,-10,-15,-4,-10
"294",40380,NA,NA,"Rochester, NY","Metropolitan Statistical Area",1079671,1079691,1080280,1082275,1082782,1083791,1082785,1080385,1078352,1077948,589,1995,507,1009,-1006,-2400,-2033,-404,3046,11963,11637,11812,11505,11646,11398,11310,2316,9537,9579,9590,9470,10001,9679,9766,730,2426,2058,2222,2035,1645,1719,1544,580,2787,2899,2951,3174,3392,3476,3459,-642,-3164,-4410,-4141,-6215,-7446,-7229,-5405,-62,-377,-1511,-1190,-3041,-4054,-3753,-1946,-79,-54,-40,-23,0,9,1,-2
"295",40420,NA,NA,"Rockford, IL","Metropolitan Statistical Area",349431,349431,349194,347701,345803,344671,342412,340725,339650,338291,-237,-1493,-1898,-1132,-2259,-1687,-1075,-1359,1036,4384,4175,4146,4135,4250,4147,4093,626,3106,2989,3220,3267,3441,3191,3075,410,1278,1186,926,868,809,956,1018,69,274,339,309,386,438,443,440,-735,-3084,-3478,-2384,-3561,-2950,-2473,-2822,-666,-2810,-3139,-2075,-3175,-2512,-2030,-2382,19,39,55,17,48,16,-1,5
"296",40580,NA,NA,"Rocky Mount, NC","Metropolitan Statistical Area",152392,152374,152407,151808,150901,149899,149147,147699,147301,146738,33,-599,-907,-1002,-752,-1448,-398,-563,465,1763,1786,1748,1750,1634,1625,1621,374,1571,1554,1605,1538,1675,1721,1684,91,192,232,143,212,-41,-96,-63,11,14,31,58,66,82,89,89,-52,-805,-1192,-1218,-1033,-1502,-387,-589,-41,-791,-1161,-1160,-967,-1420,-298,-500,-17,0,22,15,3,13,-4,0
"297",40660,NA,NA,"Rome, GA","Metropolitan Statistical Area",96317,96316,96428,96221,96000,95921,95959,96243,96620,97613,112,-207,-221,-79,38,284,377,993,325,1301,1128,1186,1135,1170,1263,1217,202,979,1006,1041,1022,1044,1131,1079,123,322,122,145,113,126,132,138,22,102,105,105,130,145,152,153,-24,-627,-446,-323,-190,22,95,702,-2,-525,-341,-218,-60,167,247,855,-9,-4,-2,-6,-15,-9,-2,0
"298",40900,NA,NA,"Sacramento--Roseville--Arden-Arcade, CA","Metropolitan Statistical Area",2149127,2149144,2153935,2174008,2192724,2213564,2239455,2266892,2295233,2324884,4791,20073,18716,20840,25891,27437,28341,29651,6926,28107,27148,27102,27456,27445,27134,27148,3724,15544,15837,15897,16126,17047,18173,18081,3202,12563,11311,11205,11330,10398,8961,9067,1315,5934,5700,6233,7052,7807,7797,7722,378,1716,1946,3619,7717,9403,11595,12888,1693,7650,7646,9852,14769,17210,19392,20610,-104,-140,-241,-217,-208,-171,-12,-26
"299",40980,NA,NA,"Saginaw, MI","Metropolitan Statistical Area",200169,200169,199851,198833,198250,196645,195055,193097,192285,191934,-318,-1018,-583,-1605,-1590,-1958,-812,-351,585,2229,2374,2302,2295,2163,2258,2174,546,1995,2002,2042,2001,2088,2139,2099,39,234,372,260,294,75,119,75,29,140,167,162,183,192,199,196,-394,-1407,-1119,-2052,-2091,-2241,-1129,-618,-365,-1267,-952,-1890,-1908,-2049,-930,-422,8,15,-3,25,24,16,-1,-4
"300",41060,NA,NA,"St. Cloud, MN","Metropolitan Statistical Area",189093,189093,189210,190064,190553,191592,192958,194951,196039,197759,117,854,489,1039,1366,1993,1088,1720,636,2530,2430,2482,2537,2634,2512,2552,321,1232,1316,1260,1286,1375,1354,1286,315,1298,1114,1222,1251,1259,1158,1266,39,227,329,445,530,581,609,604,-238,-669,-961,-622,-396,177,-678,-144,-199,-442,-632,-177,134,758,-69,460,1,-2,7,-6,-19,-24,-1,-6
"301",41100,NA,NA,"St. George, UT","Metropolitan Statistical Area",138115,138115,138393,141276,144216,147077,151179,154731,159237,165662,278,2883,2940,2861,4102,3552,4506,6425,607,2386,2165,2150,2245,2233,2140,2176,298,1058,1063,1183,1155,1197,1309,1275,309,1328,1102,967,1090,1036,831,901,9,-10,-31,-56,-51,-36,-40,-39,-24,1551,1841,1932,3000,2520,3712,5535,-15,1541,1810,1876,2949,2484,3672,5496,-16,14,28,18,63,32,3,28
"302",41140,NA,NA,"St. Joseph, MO-KS","Metropolitan Statistical Area",127329,127332,127277,127639,127886,127651,127306,126864,126927,126935,-55,362,247,-235,-345,-442,63,8,388,1595,1613,1496,1552,1556,1524,1530,295,1314,1352,1390,1300,1350,1247,1183,93,281,261,106,252,206,277,347,34,147,225,210,279,301,315,315,-194,-60,-225,-547,-877,-949,-527,-656,-160,87,0,-337,-598,-648,-212,-341,12,-6,-14,-4,1,0,-2,2
"303",41180,NA,NA,"St. Louis, MO-IL","Metropolitan Statistical Area",2787701,2787763,2789860,2793774,2796137,2799644,2803901,2807321,2806782,2807338,2097,3914,2363,3507,4257,3420,-539,556,8653,34817,34242,33699,34079,34023,33624,33143,5733,24818,24672,25478,25326,26650,26679,26755,2920,9999,9570,8221,8753,7373,6945,6388,837,3489,3839,3457,3749,4156,4107,4032,-1545,-9469,-10925,-8096,-8144,-7965,-11588,-9828,-708,-5980,-7086,-4639,-4395,-3809,-7481,-5796,-115,-105,-121,-75,-101,-144,-3,-36
"304",41420,NA,NA,"Salem, OR","Metropolitan Statistical Area",390738,390754,391453,393520,395782,397963,402117,408326,417208,424982,699,2067,2262,2181,4154,6209,8882,7774,1419,5330,5234,5153,5207,5220,5477,5526,814,3138,3205,3334,3225,3551,3491,3522,605,2192,2029,1819,1982,1669,1986,2004,55,287,308,206,301,402,422,430,80,-359,-10,209,1907,4112,6470,5326,135,-72,298,415,2208,4514,6892,5756,-41,-53,-65,-53,-36,26,4,14
"305",41500,NA,NA,"Salinas, CA","Metropolitan Statistical Area",415057,415052,416475,421162,426094,428382,430416,432774,436363,437907,1423,4687,4932,2288,2034,2358,3589,1544,1672,6866,6811,6565,6459,6455,6379,6316,522,2329,2381,2461,2347,2419,2623,2600,1150,4537,4430,4104,4112,4036,3756,3716,196,731,940,761,826,1186,1127,1029,97,-538,-368,-2591,-2916,-2857,-1286,-3205,293,193,572,-1830,-2090,-1671,-159,-2176,-20,-43,-70,14,12,-7,-8,4
"306",41540,NA,NA,"Salisbury, MD-DE","Metropolitan Statistical Area",373802,373764,374823,378331,381524,384965,389391,394393,400025,405853,1059,3508,3193,3441,4426,5002,5632,5828,1082,4210,4211,4101,4160,4078,4320,4218,839,3854,3774,3993,4054,4336,4389,4597,243,356,437,108,106,-258,-69,-379,200,887,785,746,737,823,868,868,601,2239,1946,2563,3496,4388,4830,5309,801,3126,2731,3309,4233,5211,5698,6177,15,26,25,24,87,49,3,30
"307",41620,NA,NA,"Salt Lake City, UT","Metropolitan Statistical Area",1087873,1087808,1091460,1107497,1124277,1141470,1152719,1167013,1185978,1203105,3652,16037,16780,17193,11249,14294,18965,17127,5022,19004,18692,19231,18795,18552,18474,18460,1514,5989,6328,6539,6472,6954,6794,6827,3508,13015,12364,12692,12323,11598,11680,11633,544,2648,2718,3077,2985,3377,3385,3359,-314,489,1781,1495,-3886,-525,3891,2152,230,3137,4499,4572,-901,2852,7276,5511,-86,-115,-83,-71,-173,-156,9,-17
"308",41660,NA,NA,"San Angelo, TX","Metropolitan Statistical Area",111823,111825,112284,113345,114891,116333,117975,119141,119362,119535,459,1061,1546,1442,1642,1166,221,173,401,1527,1554,1539,1594,1738,1668,1638,205,1011,1014,988,1100,1058,1007,1048,196,516,540,551,494,680,661,590,53,77,242,95,65,117,63,26,201,468,754,793,1065,376,-501,-439,254,545,996,888,1130,493,-438,-413,9,0,10,3,18,-7,-2,-4
"309",41700,NA,NA,"San Antonio-New Braunfels, TX","Metropolitan Statistical Area",2142508,2142516,2152961,2193620,2236395,2279878,2328419,2379054,2426211,2473974,10445,40659,42775,43483,48541,50635,47157,47763,7440,31248,30972,31616,32854,33879,34021,34318,3556,14853,14812,15973,15970,16880,17566,17679,3884,16395,16160,15643,16884,16999,16455,16639,897,4093,5731,5183,5705,6703,6468,6173,5362,19881,20599,22387,25601,26742,24221,24891,6259,23974,26330,27570,31306,33445,30689,31064,302,290,285,270,351,191,13,60
"310",41740,NA,NA,"San Diego-Carlsbad, CA","Metropolitan Statistical Area",3095313,3095342,3103793,3139767,3179798,3216522,3256875,3290044,3317200,3337685,8451,35974,40031,36724,40353,33169,27156,20485,10717,44688,43831,43742,44246,44442,43744,43652,4674,19671,19883,20733,19890,20621,22285,22715,6043,25017,23948,23009,24356,23821,21459,20937,2985,11449,16843,14655,15536,18359,16990,15445,-257,-89,-336,-583,857,-8528,-11260,-15784,2728,11360,16507,14072,16393,9831,5730,-339,-320,-403,-424,-357,-396,-483,-33,-113
"311",41860,NA,NA,"San Francisco-Oakland-Hayward, CA","Metropolitan Statistical Area",4335391,4335573,4344810,4399218,4463172,4528717,4595964,4657985,4699077,4727357,9237,54408,63954,65545,67247,62021,41092,28280,12881,51980,51032,52203,52070,52658,52328,52292,6740,28494,28288,29272,28466,29767,31850,32483,6141,23486,22744,22931,23604,22891,20478,19809,5375,25347,26048,26405,29777,32416,32831,32568,-2056,5856,15079,16101,13841,6872,-12201,-23973,3319,31203,41127,42506,43618,39288,20630,8595,-223,-281,83,108,25,-158,-16,-124
"312",41940,NA,NA,"San Jose-Sunnyvale-Santa Clara, CA","Metropolitan Statistical Area",1836911,1836940,1842074,1869846,1898569,1928305,1954220,1977584,1990910,1998463,5134,27772,28723,29736,25915,23364,13326,7553,6056,24786,24133,24920,24141,24422,23940,23826,2205,9421,9590,9757,9760,10246,11168,11360,3851,15365,14543,15163,14381,14176,12772,12466,3234,15655,15781,16705,19223,20669,20924,20747,-1923,-3019,-1329,-1881,-7419,-11332,-20394,-25729,1311,12636,14452,14824,11804,9337,530,-4982,-28,-229,-272,-251,-270,-149,24,69
